,experiment_number,Selection Threshold,VIFThreshold,PCA_n_Components,train_f1_macro,test_f1_macro,test_balanced_accuracy,test_f1_weighted,precision_weighted,recall_weighted
199,2,0.018,25,80,0.9793883506839273,0.8853893752592745,0.8916547553181056,0.90819670872883,0.9130077904832443,0.906712172923777
200,2,0.018,25,90,0.9824320015161475,0.883974718558001,0.8886916197097765,0.9069987866991002,0.9107709588689535,0.9055745164960182
201,2,0.018,25,100,0.9843903561295295,0.885695638770978,0.8897307652427661,0.9082419015542739,0.9117652438144777,0.906712172923777
202,2,0.018,30,40,0.9437657943808269,0.8622936287474231,0.8704153361679787,0.887726626794317,0.8920348815040353,0.8862343572241184
203,2,0.018,30,50,0.9607735595710698,0.8675686829650953,0.8732088621986643,0.8937540848233578,0.8978284800987117,0.8919226393629124
204,2,0.018,30,60,0.9665644707263839,0.8794061429893335,0.8842068511378296,0.903751799707353,0.9077387672298161,0.9021615472127418
205,2,0.018,30,70,0.9713543778443822,0.8771148955536826,0.8819095871256049,0.9000508566771155,0.9040140859645596,0.8987485779294653
206,2,0.018,30,80,0.9793883506839273,0.8853893752592745,0.8916547553181056,0.90819670872883,0.9130077904832443,0.906712172923777
207,2,0.018,30,90,0.9824320015161475,0.883974718558001,0.8886916197097765,0.9069987866991002,0.9107709588689535,0.9055745164960182
208,2,0.018,30,100,0.9843903561295295,0.885695638770978,0.8897307652427661,0.9082419015542739,0.9117652438144777,0.906712172923777
209,2,0.018,20,40,0.9456907619028695,0.8600710545171992,0.8663262765727632,0.8869734628609072,0.8910106103497497,0.8850967007963595
210,2,0.018,20,50,0.9578513805783722,0.8668883821362573,0.8707242666908132,0.8914475694715129,0.8949896977816825,0.8896473265073948
211,2,0.018,20,60,0.9682411515442436,0.8795526966137118,0.8825999761352328,0.9032581936549129,0.9057037681547906,0.9021615472127418
212,2,0.018,20,70,0.9744505468758876,0.8766870161923122,0.8792899103080671,0.899534054301178,0.9018260641959488,0.8987485779294653
213,2,0.018,20,80,0.9781928042295358,0.8838718357934278,0.8875745880865888,0.9056655545382603,0.9091463831987374,0.9044368600682594
214,2,0.018,20,90,0.9825012480588425,0.8833784387626695,0.8865009142856425,0.9067845493675223,0.909958840318704,0.9055745164960182
215,2,0.018,20,100,0.9832780053308776,0.883368754364931,0.8857467664726711,0.9069279838560402,0.9103159198666022,0.9055745164960182
216,2,0.018,15,40,0.9499766920981038,0.8700555027094216,0.8770603137773887,0.8941474043432995,0.8967406442807121,0.8930602957906713
217,2,0.018,15,50,0.9608246278857783,0.8818556172718922,0.8858952068617533,0.9040928603615379,0.9058367318755961,0.9032992036405005
218,2,0.018,15,60,0.9724405893504097,0.8825486964825504,0.8865309347702084,0.9039761744146521,0.9058201167693264,0.9032992036405005
219,2,0.018,15,70,0.9754581305438035,0.8819643176809167,0.8862616853030979,0.9040777090262128,0.9064344501682017,0.9032992036405005
220,2,0.018,15,80,0.9796113967835272,0.8812069037701163,0.884176176543381,0.9052743787772286,0.9081595367259915,0.9044368600682594
221,2,0.018,15,90,0.9801464209786537,0.8826397757024599,0.8849167883699658,0.9052881457509778,0.9081968745912958,0.9044368600682594
222,3,0.018,25,40,0.9470568152691338,0.8415364412412443,0.8458152315821502,0.8737845654494382,0.8759660778671616,0.8725824800910125
223,3,0.018,25,50,0.9590536908731102,0.8555830016048626,0.8557139687223194,0.8856080060315954,0.8877515744368207,0.8850967007963595
224,3,0.018,25,60,0.9663992783625073,0.8458463719469299,0.8462675331717893,0.8779049168459603,0.8796567520874353,0.8771331058020477
225,3,0.018,25,70,0.9719791788377629,0.8527197068549364,0.8524973366399647,0.8829236475275223,0.8850195870554998,0.8816837315130831
226,3,0.018,25,80,0.9778975938100246,0.8634727787038421,0.8632315903362747,0.8915690604097196,0.8941643410889145,0.8907849829351536
227,3,0.018,25,90,0.9815379781109892,0.867843953003032,0.8667858813373892,0.896362695524257,0.8989594566745636,0.8953356086461889
228,3,0.018,25,100,0.9828581470453801,0.8658873986357581,0.8659340200204115,0.8941730437999915,0.8965298959085276,0.8930602957906713
229,3,0.018,30,40,0.9470568152691338,0.8415364412412443,0.8458152315821502,0.8737845654494382,0.8759660778671616,0.8725824800910125
230,3,0.018,30,50,0.9590536908731102,0.8555830016048626,0.8557139687223194,0.8856080060315954,0.8877515744368207,0.8850967007963595
231,3,0.018,30,60,0.9663992783625073,0.8458463719469299,0.8462675331717893,0.8779049168459603,0.8796567520874353,0.8771331058020477
232,3,0.018,30,70,0.9719791788377629,0.8527197068549364,0.8524973366399647,0.8829236475275223,0.8850195870554998,0.8816837315130831
233,3,0.018,30,80,0.9778975938100246,0.8634727787038421,0.8632315903362747,0.8915690604097196,0.8941643410889145,0.8907849829351536
234,3,0.018,30,90,0.9815379781109892,0.867843953003032,0.8667858813373892,0.896362695524257,0.8989594566745636,0.8953356086461889
235,3,0.018,30,100,0.9828581470453801,0.8658873986357581,0.8659340200204115,0.8941730437999915,0.8965298959085276,0.8930602957906713
236,3,0.018,20,40,0.9472789450972013,0.8565824565615674,0.8606973992808162,0.8872589807040054,0.8892035410753354,0.8862343572241184
237,3,0.018,20,50,0.9593761335407393,0.8515758805916763,0.8535455014430926,0.8820823510008345,0.8846911282477791,0.8816837315130831
238,3,0.018,20,60,0.9654859773922913,0.8496105961125051,0.8494025363067923,0.8812357032108218,0.8841462907948888,0.8805460750853242
239,3,0.018,20,70,0.9739143563722419,0.8536195447758372,0.8537437407640667,0.8849896991779657,0.8869704420987429,0.8839590443686007
240,3,0.018,20,80,0.977177339486016,0.8616617473519643,0.8616674916498739,0.8907075012981777,0.8937970365749374,0.8896473265073948
241,3,0.018,20,90,0.9825565157627703,0.8637152818837214,0.865150060224824,0.8929411640269855,0.895987118004072,0.8919226393629124
242,3,0.018,20,100,0.9823681265497026,0.8655530291384221,0.8664294816172553,0.8950987366324223,0.897822361763453,0.89419795221843
243,3,0.018,15,40,0.9488089073072022,0.8508882415606672,0.8556287172916264,0.8791221764722358,0.8813663166805994,0.8782707622298066
244,3,0.018,15,50,0.9624070779685154,0.8430248084609049,0.8450454762463291,0.8752654764545276,0.8778736289844351,0.8748577929465301
245,3,0.018,15,60,0.9669910648090703,0.8461325483535127,0.8484207902376278,0.878044035713434,0.8806011763929775,0.8771331058020477
246,3,0.018,15,70,0.9743677261258342,0.8530300610188568,0.8529300203227337,0.8840050374953833,0.8865829197138172,0.8828213879408419
247,3,0.018,15,80,0.9792152822096379,0.8569014348862797,0.8577675318772646,0.8862036686753002,0.8884619238999928,0.8850967007963595
248,3,0.018,15,90,0.9802235296163572,0.8591950102099509,0.8601290807504414,0.8872835622688502,0.8895997777673113,0.8862343572241184
